timestamp,AmbientLightSensor,DecibelSource,PitchSensor,AccX,AccY,AccZ
1763074863633,,,,1.3930500745773315,,8.901000022888184
1763074863652,9.0,,,,-2.0850000381469727,8.896050453186035
1763074863653,,,,1.738050103187561,,
1763074863662,,29.405641974238623,144.3408203125,,,
1763074863671,,,,,-1.065000057220459,
1763074863672,,,,1.741050124168396,,7.564950466156006
1763074863691,,,,,-1.078950047492981,
1763074863692,,,,,,6.372000217437744
1763074863693,,,,3.5910000801086426,,
1763074863701,,24.127518879768598,,,,
1763074863711,,,,4.8480000495910645,-0.7410000562667847,6.38700008392334
1763074863730,,,,,-0.4540500342845917,
1763074863731,,,,5.551950454711914,,6.38700008392334
1763074863735,43.0,,,,,
1763074863744,,26.23180114781965,0.0,,,
1763074863750,,,,,-0.15300001204013824,7.255950450897217
1763074863751,,,,4.647000312805176,,
1763074863752,43.0,,,,,
1763074863769,,,,,0.8809500336647034,7.564950466156006
1763074863770,,,,6.996000289916992,,
1763074863784,,26.67066275336446,,,,
1763074863789,,,,,3.4519500732421875,
1763074863790,,,,7.456050395965576,,8.86500072479248
1763074863808,,,,,8.365050315856934,
1763074863810,,,,5.121000289916992,,8.84595012664795
1763074863823,,40.14072650098462,,,,
1763074863829,,,,,8.370000839233398,
1763074863830,,,,2.800950050354004,,8.86500072479248
1763074863837,,,431.35416666666663,,,
1763074863847,,,,,4.228050231933594,9.856050491333008
1763074863848,,,,5.494950294494629,,
1763074863852,43.0,,,,,
1763074863861,,29.50497593693878,431.35416666666663,,,
1763074863867,,,,8.368050575256348,8.136000633239746,9.850950241088867
1763074863886,,,,,10.980000495910645,11.28600025177002
1763074863887,,,,7.635000228881836,,
1763074863901,,28.913563263920917,431.35416666666663,,,
1763074863906,,,,1.8820500373840332,7.603950500488281,11.28600025177002
1763074863926,,,,-3.957000255584717,2.7990000247955322,11.278050422668457
1763074863941,,29.49391113154451,,,,
1763074863942,,,431.35416666666663,,,
1763074863951,,,,,-0.17400000989437103,11.307000160217285
1763074863952,,,,-7.699050426483154,,
1763074863953,42.0,,,,,
1763074863964,,,,,-0.8350500464439392,
1763074863965,,,,,,11.296950340270996
1763074863966,,,,-7.6870503425598145,,
1763074863983,,28.641840383840965,,,,
1763074863984,,,,,4.293000221252441,11.724000930786133
1763074863985,,,,-1.6300500631332397,,
1763074864006,,,,,8.890050888061523,11.707050323486328
1763074864007,,,,0.4600500166416168,,
1763074864022,,28.296111388415675,,,,
1763074864023,,,0.0,-4.408950328826904,8.905950546264648,11.713950157165527
1763074864047,,,,-7.813950538635254,5.383950233459473,10.380000114440918
1763074864054,42.0,,,,,
1763074864062,,46.41690239398063,,,,
1763074864064,,,,-9.15000057220459,3.100050210952759,10.359000205993652
1763074864081,,,,,3.388050079345703,
1763074864082,,,,-5.487000465393066,,10.359000205993652
1763074864101,,56.4173018280639,,0.10005000233650208,5.383950233459473,10.372950553894043
1763074864105,,,218.76953125,,,
