timestamp,AmbientLightSensor,DecibelSource,PitchSensor,AccX,AccY,AccZ
1763141947708,,,,2.622000217437744,-7.249050140380859,6.732000350952148
1763141947725,,,,1.8750001192092896,-9.009000778198242,1.4020500183105469
1763141947727,,67.49617893452627,73.62019856770834,,,
1763141947744,,,,0.33000001311302185,-11.04900074005127,
1763141947745,,,,,,-0.7879500389099121
1763141947760,4027.0,,,,,
1763141947763,,,,-0.6529500484466553,-14.439001083374023,-2.770050048828125
1763141947767,,74.35845325688962,73.62019856770834,,,
1763141947782,,,,3.009000062942505,-17.99505043029785,-4.31505012512207
1763141947807,,69.87480073433534,,,,
1763141947808,,,,14.631000518798828,-17.068050384521484,
1763141947809,,,,,,-6.211050510406494
1763141947824,,,,21.856950759887695,-15.847050666809082,
1763141947825,,,,,,-6.199050426483154
1763141947841,,,,28.51605224609375,-11.479950904846191,
1763141947842,1071.0,,,,,-6.208950519561768
1763141947847,,74.2296352460645,,,,
1763141947853,,,146.982421875,,,
1763141947860,,,,28.518001556396484,-5.590050220489502,-4.31505012512207
1763141947873,1071.0,,,,,
1763141947879,,,,33.30000305175781,,
1763141947880,,,,,1.1749500036239624,
1763141947881,,,,,,-2.770050048828125
1763141947887,,71.81632177548968,146.982421875,,,
1763141947899,,,,50.12895202636719,8.767950057983398,-2.7850501537323
1763141947919,,,,51.01995086669922,14.959051132202148,
1763141947920,,,,,,-1.111050009727478
1763141947928,,66.78334479240954,146.982421875,,,
1763141947938,,,,31.345951080322266,13.824000358581543,0.612000048160553
1763141947957,,,,17.34600067138672,,
1763141947958,,,,,13.033950805664062,3.6790502071380615
1763141947964,,68.51763103694482,,,,
1763141947965,,,146.982421875,,,
1763141947968,,,123.4326171875,,,
1763141947976,1071.0,,,,,
1763141947977,,,,12.964950561523438,14.557050704956055,6.88200044631958
1763141947996,,,,8.812950134277344,15.088951110839844,7.70805025100708
1763141948005,,78.83206435406827,123.4326171875,,,
