relative_time,LinearAccelerometerSensor,AccX,AccY,AccZ
1593,,,,6.6190505027771
1594,1.1988557645185107,2.281949996948242,8.044950485229492,
1615,1.3065146255754856,,,
1634,1.6009310338107356,,,
1654,1.9889551605724605,,,
1659,,,,7.942050457000732
1660,,2.826000213623047,8.047950744628906,
1674,2.254584939148058,,,
1694,1.9555495815053394,,,
1714,1.9478834084784213,,,
1724,,3.7849502563476562,8.1670503616333,6.808050155639648
1734,2.0538604580318727,,,
1756,2.020322073008787,,,
1774,2.1965736757700474,,,
1789,,3.5430002212524414,8.176950454711914,7.908000469207764
1794,2.215350488355033,,,
1814,2.076903478959262,,,
1834,1.8094481721883313,,,
1854,,,7.486050128936768,8.253000259399414
1855,1.7116605023598415,2.6170501708984375,,
1875,2.299319465134539,,,
1894,2.6904294216481266,,,
1916,2.8978958652023095,,,
1919,,0.973050057888031,7.105050563812256,8.941950798034668
1934,3.250222418583638,,,
1955,3.4865890789942138,,,
1974,3.4053104049649567,,,
1985,,,7.311000347137451,8.641050338745117
1986,,0.7440000176429749,,
1998,3.337098109590095,,,
2014,3.6141636116472884,,,
2035,3.9652878686376036,,,
2050,,-0.021000001579523087,6.910950183868408,8.341050148010254
2056,4.116331529038691,,,
2074,3.669053182470696,,,
2098,3.2282609879542976,,,
2115,3.0863715144261286,-0.4639500081539154,6.41295051574707,6.954000473022461
2134,2.9790440425222986,,,
2155,3.4915574292656784,,,
2175,3.77702044550195,,,
2180,,,,5.503050327301025
2181,,-1.2559500932693481,6.160050392150879,
2195,3.7386726963694765,,,
2215,3.1250744620034907,,,
2235,2.2995913266872856,,,
2245,,-0.5550000071525574,7.183950424194336,6.88200044631958
2254,1.8684053798580933,,,
2275,1.6848011334164565,,,
2295,1.953588629054345,,,
2311,,0.28395000100135803,8.461950302124023,8.662050247192383
2315,2.642715078387125,,,
2336,3.448074997938161,,,
2355,3.9736547724955376,,,
2375,,,9.285000801086426,10.135950088500977
2376,4.036645634725283,1.4329500198364258,,
2399,4.045877812485143,,,
2415,4.411946179266597,,,
2437,4.948605951851412,,,
2440,,3.007050037384033,9.064949989318848,10.521000862121582
2456,4.642080984110155,,,
2475,4.132921877244742,,,
2495,3.9008458711851444,,,
2505,,3.5430002212524414,8.368950843811035,8.194950103759766
2515,3.883413226133952,,,
2536,3.6112597280062975,,,
2555,2.7489121626291264,,,
2572,,,,5.902950286865234
2573,,2.9070000648498535,7.3470001220703125,
2575,2.5064418766839713,,,
2596,2.6821612181315326,,,
2615,3.0962069224817212,,,
2637,2.7816584426487085,3.582000255584717,6.838950157165527,6.453000068664551
2656,2.3697001904169563,,,
2676,2.14791974851558,,,
2700,2.2807452544865763,,,
2701,,,6.058950424194336,5.251950263977051
2702,,2.335050106048584,,
2715,2.3224823435922195,,,
2735,2.6169328708048805,,,
2756,2.7717784808878645,,,
2766,,2.308950185775757,6.028050422668457,3.9100501537323
2777,2.9366158311350246,,,
2796,2.979958346799033,,,
2815,3.0657340898459466,,,
2831,,1.7130000591278076,6.439950466156006,2.5819501876831055
2836,3.150307225579682,,,
2856,3.2341516389983394,,,
2876,3.3730853265758527,,,
2896,,,,1.7899501323699951
2897,3.6700094475481633,1.2990000247955322,6.2820000648498535,
2915,3.9867084925402043,,,
2936,4.245559167417523,,,
2956,4.253556950908162,,,
2963,,0.6499500274658203,5.6569504737854,1.540950059890747
2976,4.3420477076948885,,,
2996,4.182251103047308,,,
3018,3.9476731895447217,,,
3027,,1.5670500993728638,5.775000095367432,2.2900500297546387
3036,4.022333263974358,,,
3057,4.060570831007977,,,
3076,3.588395749222701,,,
3092,,2.1820499897003174,6.318000316619873,3.4050002098083496
3096,2.9664033951543414,,,
3117,2.5392390263154967,,,
3138,2.353358701167564,,,
3157,,,,5.767050266265869
3158,2.384958670236055,3.3949501514434814,6.748950481414795,
3181,2.1294299680144397,,,
3196,1.252440168889496,,,
3219,0.8181685632657932,,,
3221,,2.545950174331665,7.404000282287598,7.0759501457214355
3239,1.2861390225920213,,,
3257,1.6683961557430445,,,
3276,2.058796881655534,,,
3286,,,,8.937000274658203
3287,,2.9260501861572266,7.746000289916992,
3297,2.5682608813992274,,,
3318,2.5441873797679215,,,
3336,2.2421192331588173,,,
3352,,,,9.022950172424316
3353,,2.2680001258850098,7.617000579833984,
3358,2.334060374024169,,,
3376,2.6057734504295222,,,
3397,2.941356805433941,,,
3419,,,,10.52400016784668
3420,3.2376967617026375,2.31600022315979,6.8110504150390625,
3437,3.2700457424499194,,,
3459,3.411221297476381,,,
3477,3.4216662478241537,,,
3484,,1.7920501232147217,7.005000114440918,10.20300006866455
3499,3.235801492777204,,,
3517,3.3441487012225806,,,
3537,3.483887505748422,,,
3549,,0.906000018119812,6.9810004234313965,9.07395076751709
3557,3.492007393854273,,,
3577,3.751729439258699,,,
3597,4.26065545318406,,,
3612,,,5.983050346374512,8.985000610351562
3613,,-0.32505002617836,,
3620,4.79331057448062,,,
3637,4.539199485615811,,,
3657,4.295176999371809,,,
3677,4.00683129626681,-1.0549499988555908,5.3269500732421875,8.575950622558594
3697,3.636082381512284,,,
3718,3.225468706477377,,,
3737,2.7545574743922523,,,
3749,,-0.8869500160217285,5.4970502853393555,7.480050563812256
3758,2.307207494941262,,,
3777,2.1672991294137094,,,
3799,2.110841368569453,,,
3807,,-0.8470500111579895,5.752950191497803,6.738000392913818
3817,1.8685728544139797,,,
3840,1.4971661820045514,,,
3857,0.8567095254376754,,,
3872,,,,7.549050331115723
3873,,-0.0499500036239624,6.283950328826904,
3877,0.4650010716261872,,,
3898,0.5341341602513932,,,
3922,0.9737753194668338,,,
3938,1.082637025120433,0.612000048160553,6.676950454711914,8.55405044555664
3960,1.2315071205401042,,,
3977,1.8320556508861092,,,
3997,2.493233296874571,,,
4003,,1.9810501337051392,6.96405029296875,9.519000053405762
4017,3.3055100014875287,,,
4041,3.7251416582655628,,,
4058,3.7541742616182163,,,
4068,,,,9.598050117492676
4069,,3.0049500465393066,7.05495023727417,
4077,3.850021084814423,,,
4098,4.29573138190329,,,
4118,4.5306756017266405,,,
4133,,3.015000104904175,6.625950336456299,10.165050506591797
4140,4.489274063728199,,,
4158,4.661412596522596,,,
4180,5.126443054984235,,,
4198,5.537224425612494,3.739950180053711,6.4710001945495605,10.146000862121582
4218,5.5634464787397535,,,
4237,5.428415712116629,,,
4259,5.108964536085707,,,
4268,,,,7.923000335693359
4269,,3.5410501956939697,6.330000400543213,
4279,4.410600394901567,,,
4299,4.300754418839443,,,
4318,3.902549150195285,,,
4328,,3.3330001831054688,6.2410502433776855,7.1569504737854
4338,3.19303189619592,,,
4358,2.675168155126538,,,
4382,2.7444309719062177,,,
4396,,,,5.842950344085693
4397,,2.3449501991271973,5.7430500984191895,
4398,2.9707729474351288,,,
4419,3.0734612623497553,,,
4438,2.9466376523564395,,,
4459,2.891210053494089,2.347050189971924,6.439950466156006,5.227950096130371
4479,2.742624362153195,,,
4499,3.0899232258564306,,,
4518,3.1792233289982907,,,
4523,,2.5099501609802246,7.06695032119751,3.8710501194000244
4539,3.229191556444946,,,
4558,3.2553889272821297,,,
4578,3.3235621448237387,,,
4590,,1.5840001106262207,6.835050106048584,2.4019501209259033
4598,3.5256989996707455,,,
4619,3.822513874395525,,,
4638,3.917484820250684,,,
4653,,,,1.6939500570297241
4654,,1.0669500827789307,6.315000534057617,
4664,3.94669769444598,,,
4680,4.059814034698866,,,
4698,4.2538322673490825,,,
4720,4.2183032894282935,0.37005001306533813,6.210000514984131,1.1460000276565552
4738,4.078408183938843,,,
4763,4.111929791930978,,,
4779,4.280806692519612,,,
4785,,2.425950050354004,6.918000221252441,1.9309500455856323
4799,4.351587045487327,,,
4818,3.8691497448308723,,,
4838,2.848423732738946,,,
4851,,1.3369500637054443,6.38700008392334,4.558050155639648
4862,2.3822535124941107,,,
4878,2.3291227519672915,,,
4899,2.1397712285766746,,,
4914,,,,7.252950191497803
4915,,2.505000114440918,6.375000476837158,
4919,2.550193543662508,,,
4939,2.1751845139033943,,,
4959,1.5519397165644346,,,
4979,1.542547318089835,,7.009050369262695,7.755000591278076
4980,,2.7679500579833984,,
5000,2.0773958920537456,,,
5019,3.0391244759406004,,,
5039,3.261312895782804,,,
5044,,2.674950122833252,7.291950225830078,10.090950012207031
5061,2.741522292613357,,,
5079,2.1848311355947976,,,
5102,2.005454612239257,,,
5109,,,,8.44005012512207
5110,,3.1030502319335938,7.560000419616699,
5119,2.1840171335267895,,,
5139,2.7260117288786354,,,
5160,2.3946553084579176,,,
5174,,,,8.971050262451172
5180,1.868881414889645,2.3680500984191895,6.777000427246094,
5199,1.904021539590316,,,
5219,2.053826793644249,,,
5239,,,,9.093000411987305
5259,2.16627207855402,,,
5280,2.2924286240310416,,,
5299,2.51281372692703,,,
5304,,,6.667050361633301,9.009000778198242
5305,,1.9210500717163086,,
5319,2.6055640985294164,,,
5340,2.47123313315332,,,
5359,2.432695593502601,,,
5370,,,,8.632950782775879
5371,,1.7940000295639038,6.370050430297852,
5380,2.298575051118627,,,
5399,2.225077351286414,,,
5419,2.210873768026061,,,
5434,,0.8299500346183777,5.794050216674805,7.966050148010254
5443,1.9664549393019546,,,
5460,1.8384488724443215,,,
5480,1.8873742270091325,,,
5500,2.248636256294592,0.27900001406669617,5.647950172424316,6.60705041885376
5522,2.424461214440926,,,
5539,2.2755736707154246,,,
5559,1.9066791989285856,,,
5567,,0.3439500033855438,5.877000331878662,7.210050106048584
5581,1.5884085510846042,,,
5601,1.3190592398712784,,,
5620,1.0011976342193476,,,
5630,,0.781950056552887,6.2719502449035645,7.8100504875183105
5640,0.8556374161504188,,,
5661,0.8939968995204814,,,
5682,0.9299104887944605,,,
5695,,,6.259950160980225,8.348999977111816
5697,,0.6049500107765198,,
5700,0.9394420853122792,,,
5720,1.1927542642914137,,,
5740,1.4424781018847788,,,
5761,1.7565850613632592,2.2270500659942627,6.877950191497803,8.4660005569458
5780,1.743476151596724,,,
5800,1.8552990002532141,,,
5820,2.3521586831533376,,,
5825,,2.482950210571289,6.720000267028809,9.10200023651123
5840,2.588611430424781,,,
5860,2.584105243004121,,,
5880,3.0436990471242935,,,
5891,,2.8570501804351807,6.670050144195557,9.343950271606445
5900,3.518697116921939,,,
5920,3.9530352555895063,,,
5940,3.879399171301898,,,
5955,,3.189000129699707,6.543000221252441,8.89905071258545
5960,3.508911640288628,,,
5983,3.6485917183345697,,,
6000,4.283061291755076,,,
6020,4.849014669788313,,7.07895040512085,9.043050765991211
6021,,4.069950103759766,,
6046,5.256420024793565,,,
6064,4.766199896484312,,,
6083,3.7053338396452506,,,
6085,,3.280050039291382,6.98805046081543,7.267050266265869
6103,2.99645325494489,,,
6121,2.6891554236218886,,,
6140,2.2860250793910235,,,
6150,,,,6.397950172424316
6151,,2.373000144958496,6.4710001945495605,
6161,1.9925401562481682,,,
6184,1.9689730563279453,,,
6201,2.2033985590357767,,,
6216,,,,5.178000450134277
6217,,2.0190000534057617,6.097950458526611,
6223,2.385548705954042,,,
6241,2.469382675803924,,,
6267,2.6695707323271023,,,
6281,2.9103892393100947,2.2870500087738037,6.543000221252441,3.8929502964019775
6301,3.005899350976863,,,
6321,3.198319417006482,,,
6341,3.306416232972501,,,
6352,,1.957050085067749,6.478050231933594,2.9569501876831055
6364,3.365679551499784,,,
6381,3.473371571521328,,,
6401,3.7319548996942675,,,
6411,,1.3159500360488892,5.904000282287598,2.259000062942505
6421,3.9948313220798344,,,
6441,4.360126389587658,,,
6461,4.398791554702681,,,
6476,,,,1.5840001106262207
6477,,0.9300000667572021,6.007050514221191,
6481,4.13966421820388,,,
6503,3.961764217379844,,,
6521,3.86421857210933,,,
6541,,,,3.022050142288208
6542,3.700581767765965,2.682000160217285,6.38700008392334,
6564,3.4898746349914265,,,
6582,2.9354263453507894,,,
6602,2.4510584588427404,,,
6606,,2.625000238418579,6.820050239562988,4.963050365447998
6624,2.1009154050301544,,,
6641,1.8775036944112988,,,
6663,1.6034731748958178,,,
6672,,,,7.0759501457214355
6673,,2.9860501289367676,7.063950538635254,
6681,1.3270931948181122,,,
6703,1.6325386949425178,,,
6721,1.7350931828565261,,,
6736,,,,8.112000465393066
6738,,2.512050151824951,6.841950416564941,
6741,1.258353644116589,,,
6761,0.7903824143804783,,,
6781,1.1148711513260818,,,
6801,,,,7.993950366973877
6802,1.5137975628261071,2.9760000705718994,7.438050270080566,
6822,1.7983960555377818,,,
6841,2.0696533305362648,,,
6861,2.4649346723276,,,
6880,,,,9.339000701904297
6881,,3.748950242996216,7.588050365447998,
6882,2.8831346946898977,,,
6897,,,,9.760050773620605
6898,,3.4930500984191895,7.276950359344482,
6902,2.768167652345005,,,
6917,,2.581050157546997,7.07205057144165,9.403950691223145
6922,2.4086983845143948,,,
6937,,,,9.10004997253418
6938,,2.218050003051758,6.897000312805176,
6942,2.256673558598883,,,
6957,,2.1510000228881836,6.748950481414795,9.05505084991455
6962,2.2448383040278133,,,
6977,,1.91100013256073,6.564000129699707,9.032999992370605
6982,2.386839818303127,,,
6998,,1.8990000486373901,6.445050239562988,9.16200065612793
7006,2.543025377993723,,,
7019,,,6.390000343322754,8.968050003051758
7020,,1.8990000486373901,,
7021,2.374638379323503,,,
7044,,1.8160500526428223,6.415950298309326,8.473050117492676
7045,1.9992032848384595,,,
7057,,1.702950119972229,6.435000419616699,8.365050315856934
7062,1.955322860048956,,,
7077,,,,8.611950874328613
7078,,1.480950117111206,6.262950420379639,
7082,2.109172557017244,,,
7097,,1.1100000143051147,6.073950290679932,8.680950164794922
7102,2.166297171949136,,,
7130,,,,8.482950210571289
7131,2.0579593267175094,0.8130000233650208,5.868000507354736,
7144,2.023268762571029,0.5119500160217285,5.703000068664551,8.157000541687012
7157,,0.1860000044107437,5.562000274658203,7.789050579071045
7162,2.032655435134287,,,
7177,,-0.0880500078201294,5.499000072479248,7.288950443267822
7182,2.078737326449758,,,
7197,,0.013950000517070293,5.581050395965576,7.021050453186035
7202,1.783887282757924,,,
7217,,0.21000000834465027,5.608950138092041,6.966000556945801
7222,1.5359928093980326,,,
7237,,0.17205001413822174,5.679000377655029,6.985050201416016
7242,1.4426789906222763,,,
7258,,0.1860000044107437,5.82705020904541,7.183050155639648
7262,1.1022637482181776,,,
7278,,0.6360000371932983,6.045000076293945,7.537050247192383
7291,0.527470947749212,,,
7300,,0.7579500079154968,6.189000129699707,7.923000335693359
7303,0.5524766948151785,,,
7317,,0.7720500230789185,6.250950336456299,8.217000007629395
7322,0.6983423121230936,,,
7338,,0.5620500445365906,6.307950496673584,8.290950775146484
7342,0.8037732309926423,,,
7363,0.8443833199521034,0.5359500050544739,6.406050205230713,8.368050575256348
7387,,,,8.550000190734863
7388,,0.7219500541687012,6.502050399780273,
7389,1.017168251711003,,,
7399,,0.8850000500679016,6.556950092315674,8.77500057220459
7405,1.268356577943867,,,
7417,,1.371000051498413,6.712950229644775,8.77695083618164
7424,1.4697711722361997,,,
7437,,1.588050127029419,6.724950313568115,8.57805061340332
7442,1.4274354300785226,,,
7457,,1.7539501190185547,6.7099504470825195,8.526000022888184
7462,1.5984859783618401,,,
7477,,,,8.506950378417969
7478,,2.0429999828338623,6.6739501953125,
7482,1.8867207718674466,,,
7498,,2.4160501956939697,6.658050537109375,8.716950416564941
7503,2.382192962652231,,,
7517,,,,8.911050796508789
7518,,2.473950147628784,6.60705041885376,
7523,2.4563518124511363,,,
7537,,,,8.80305004119873
7538,,2.4760501384735107,6.592950344085693,
7546,2.5659722784303605,,,
7559,,2.8350000381469727,6.684000492095947,8.755050659179688
7563,3.047509543049542,,,
7577,,3.2749502658843994,6.906000137329102,8.973000526428223
7582,3.5353588404484917,,,
7598,,3.4549500942230225,6.844050407409668,9.031050682067871
7603,3.890460642824536,,,
7617,,,,8.860950469970703
7618,,3.7729501724243164,6.966000556945801,
7623,4.168089788908502,,,
7637,,3.727950096130371,6.916050434112549,8.925000190734863
7644,4.198578484982228,,,
7657,,,,8.911050796508789
7666,3.883747932229721,3.361950159072876,6.804000377655029,
7677,,,,8.434950828552246
7678,,3.0979502201080322,6.763050556182861,
7682,3.6296036525439725,,,
7697,,,,7.876950263977051
7698,,3.2370002269744873,6.838950157165527,
7703,3.8437178695700407,,,
7718,,3.472050189971924,6.859050273895264,7.609050273895264
7723,4.082672974005008,,,
7738,,3.498000144958496,6.892050266265869,7.333950519561768
7743,3.6450321879489738,,,
7758,,3.3570001125335693,6.885000228881836,7.07295036315918
7764,3.2564764782422007,,,
7778,,,6.8710503578186035,6.879000186920166
7779,,3.2730002403259277,,
7783,2.7861617361252797,,,
7801,,2.8180501461029053,6.76800012588501,6.586950302124023
7803,2.2612164982327285,,,
7818,,,,6.283950328826904
7819,,2.7300000190734863,6.748950481414795,
7823,2.0486548453222793,,,
7838,,2.5890002250671387,6.739050388336182,6.006000518798828
7843,1.8207492549988473,,,
7858,,2.4379501342773438,6.634050369262695,5.853000164031982
7864,1.6781843689942622,,,
7878,,2.0910000801086426,6.591000080108643,5.431950092315674
7883,1.624860244023101,,,
7898,,1.6309500932693481,6.646050453186035,5.1160502433776855
7903,1.521368489975604,,,
7918,,1.5670500993728638,6.574050426483154,5.239950180053711
7925,1.556773487581007,,,
7938,,1.855950117111206,6.825000286102295,4.933950424194336
7943,1.7346982912371516,,,
7958,,2.0910000801086426,6.9810004234313965,4.4599504470825195
7964,1.9352062553071272,,,
7978,,,,4.266000270843506
7980,,1.804050087928772,6.942000389099121,
7983,1.8852022446018246,,,
7998,,1.8349500894546509,6.889950275421143,4.168050289154053
8003,2.055492287025837,,,
8018,,1.91100013256073,6.78000020980835,3.9240002632141113
8023,2.284192212850438,,,
8039,,1.855950117111206,6.715050220489502,3.4740002155303955
8043,2.583334174207325,,,
8062,,1.6980000734329224,6.59505033493042,2.9880001544952393
8064,2.8842445682945,,,
8078,,,,2.524050235748291
8079,,1.380000114440918,6.4110002517700195,
8090,3.245191097422317,,,
8098,,,,2.0119500160217285
8099,,0.9450000524520874,6.307950496673584,
8105,3.6030127528523677,,,
8118,,0.8820000290870667,6.2820000648498535,1.6440000534057617
8123,3.843684002069326,,,
8139,,1.057050108909607,6.2910003662109375,1.5670500993728638
8143,3.8772530927326603,,,
8158,,,,1.5460500717163086
8159,,1.078950047492981,6.354000091552734,
8164,3.837325767513166,,,
8184,,1.2580500841140747,6.514050483703613,1.7730001211166382
8185,3.566340735210816,,,
8200,,1.7299500703811646,6.535950183868408,2.2680001258850098
8203,3.2719857358365085,,,
8219,,1.9930500984191895,6.4800004959106445,2.565000057220459
8224,3.268447751135743,,,
8238,,2.3519999980926514,6.504000186920166,2.533950090408325
8244,3.4219005008949197,,,
8260,,2.502000093460083,6.478050231933594,2.871000051498413
8263,3.1551457352388184,,,
8278,,,,3.490950107574463
8279,,2.5219500064849854,6.511950492858887,
8284,2.740850312770057,,,
8300,,,,4.171050071716309
8301,,2.7109501361846924,6.550050258636475,
8315,2.4118043281934534,,,
8330,2.0139437028579645,3.022050142288208,6.555000305175781,5.130000114440918
8340,,,,6.007950305938721
8341,,3.204000234603882,6.415950298309326,
8344,1.6549372959071287,,,
8358,,,,7.056000232696533
8359,,3.040950059890747,6.487950325012207,
8363,1.5338083032595928,,,
8379,,3.2779500484466553,6.4800004959106445,8.674050331115723
8384,2.811531917536708,,,
8399,,3.3040502071380615,6.664950370788574,8.619000434875488
8404,2.1960226519029575,,,
8419,,,,7.159050464630127
8420,,4.024050235748291,7.311000347137451,
8424,1.7100991760182325,,,
8439,,4.192049980163574,7.597950458526611,6.183000087738037
8443,1.6738093229326132,,,
8460,,3.9529502391815186,7.330050468444824,6.750000476837158
8464,1.197542391924621,,,
8479,,3.8110501766204834,6.993000507354736,7.710000514984131
8484,1.519684693108174,,,
8499,,3.44100022315979,6.732000350952148,8.413050651550293
8504,1.7166552175985714,,,
8519,,2.902050256729126,6.516000270843506,7.747950553894043
8524,0.8679493487341751,,,
8539,,2.5480501651763916,6.95205020904541,6.874950408935547
8544,0.9584730537121168,,,
8559,,,,7.231050491333008
8560,,3.2539501190185547,7.408950328826904,
8569,1.4307943759977249,,,
8585,2.406363348334782,4.003050327301025,7.552950382232666,8.361000061035156
8599,,4.567950248718262,7.749000549316406,8.868000030517578
8606,2.8102840594957925,,,
8620,,4.6870503425598145,7.792050361633301,8.569050788879395
8626,2.6497995480712304,,,
8639,,,,8.17905044555664
8640,,4.486050128936768,7.722000598907471,
8645,2.193440355146055,,,
8662,,3.7039501667022705,7.383000373840332,7.981950283050537
8664,1.8492469956271882,,,
8681,,3.117000102996826,7.021050453186035,8.059050559997559
8684,1.8703416814097114,,,
8700,,2.826000213623047,6.684000492095947,8.248050689697266
8704,2.0282772906336537,,,
8719,,,,8.398950576782227
8720,,2.7150001525878906,6.4110002517700195,
8724,2.138308643169781,,,
8740,,2.565000057220459,6.4609503746032715,8.334000587463379
8745,2.221910616432297,,,
8760,,2.4790501594543457,6.567000389099121,8.072999954223633
8764,2.036782813665096,,,
8779,,2.413950204849243,6.579000473022461,7.999050617218018
8785,1.8822778599592822,,,
8799,,,,8.136000633239746
8800,,2.4760501384735107,6.49500036239624,
8804,1.8103493394466608,,,
8819,,,,8.341050148010254
8820,,2.365950107574463,6.373050212860107,
8825,2.0347779374492503,,,
8840,,2.2540500164031982,6.270000457763672,8.533050537109375
8847,2.2926663616890504,,,
8860,,1.7220001220703125,6.0259504318237305,8.499000549316406
8864,2.397666384718113,,,
8879,,,,8.21505069732666
8880,,1.1740500926971436,5.940000057220459,
8886,2.297496685569456,,,
8900,,1.2960000038146973,6.000000476837158,7.82205057144165
8904,1.8015649376990839,,,
8919,,,,7.695000171661377
8920,,1.440000057220459,6.064050197601318,
8924,1.4977049754479168,,,
